workstream,method,param,rung,eval,prr,n_seeds,mode,source_csv
W1/W4-free,length_tau,t0.5_g-1.0,ALL-RUNGS-FREE,factscore,0.17463169031551803,136,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t0.5_g-1.0,ALL-RUNGS-FREE,med_quad,0.12584992338160392,540,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t0.5_g-1.0,ALL-RUNGS-FREE,pubmed_qa,-0.1415986525482952,2000,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t0.5_g-1.0,ALL-RUNGS-FREE,samsum,0.17780971384938238,540,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t0.5_g-1.0,ALL-RUNGS-FREE,xsum,0.06878480019485247,2000,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t0.5_g0.0,ALL-RUNGS-FREE,asqa,0.34319063790178705,284,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t0.5_g0.0,ALL-RUNGS-FREE,cnn_dailymail,0.24541072776697298,2000,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t0.5_g0.0,ALL-RUNGS-FREE,expertqa,0.11699870653529747,517,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t0.5_g0.0,ALL-RUNGS-FREE,factscore,0.3739734581043514,136,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t0.5_g0.0,ALL-RUNGS-FREE,med_quad,0.14617206836587102,540,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t0.5_g0.0,ALL-RUNGS-FREE,pubmed_qa,0.37084606092278505,2000,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t0.5_g0.0,ALL-RUNGS-FREE,samsum,0.11354133761384312,540,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t0.5_g0.0,ALL-RUNGS-FREE,xsum,-0.09879316321554621,2000,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t0.5_g0.5,ALL-RUNGS-FREE,asqa,0.31474150116167315,284,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t0.5_g0.5,ALL-RUNGS-FREE,cnn_dailymail,-0.03163512661882978,2000,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t0.5_g0.5,ALL-RUNGS-FREE,expertqa,0.2994283808132065,517,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t0.5_g0.5,ALL-RUNGS-FREE,factscore,0.3737873105695478,136,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t0.5_g0.5,ALL-RUNGS-FREE,med_quad,0.15843849478441438,540,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t0.5_g0.5,ALL-RUNGS-FREE,pubmed_qa,0.4080659902322494,2000,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t0.5_g0.5,ALL-RUNGS-FREE,samsum,0.06965697875685327,540,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t0.5_g0.5,ALL-RUNGS-FREE,xsum,-0.13915560771552302,2000,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t0.5_g1.0,ALL-RUNGS-FREE,asqa,0.29176525491244704,284,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t0.5_g1.0,ALL-RUNGS-FREE,cnn_dailymail,-0.10910922566386927,2000,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t0.5_g1.0,ALL-RUNGS-FREE,expertqa,0.2705431342199676,517,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t0.5_g1.0,ALL-RUNGS-FREE,factscore,0.3447411509510513,136,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t0.5_g1.0,ALL-RUNGS-FREE,med_quad,0.16397993501285352,540,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t0.5_g1.0,ALL-RUNGS-FREE,pubmed_qa,0.37798639452822996,2000,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t0.5_g1.0,ALL-RUNGS-FREE,samsum,0.06997864293686944,540,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t0.5_g1.0,ALL-RUNGS-FREE,xsum,-0.15315916103487284,2000,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t1.0_g-0.5,ALL-RUNGS-FREE,asqa,0.20164758313220552,284,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t1.0_g-0.5,ALL-RUNGS-FREE,cnn_dailymail,0.26151378410515985,2000,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t1.0_g-0.5,ALL-RUNGS-FREE,expertqa,-0.12116456322061914,517,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t1.0_g-0.5,ALL-RUNGS-FREE,factscore,0.12894716372490314,136,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t1.0_g-0.5,ALL-RUNGS-FREE,med_quad,0.1597306339479156,540,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t1.0_g-0.5,ALL-RUNGS-FREE,pubmed_qa,0.27754628941155474,2000,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t1.0_g-0.5,ALL-RUNGS-FREE,samsum,0.06917494269064108,540,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t1.0_g-0.5,ALL-RUNGS-FREE,xsum,0.05880906845571751,2000,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t1.0_g-1.0,ALL-RUNGS-FREE,asqa,0.15010360508463635,284,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t1.0_g-1.0,ALL-RUNGS-FREE,cnn_dailymail,0.33598285591327043,2000,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t1.0_g-1.0,ALL-RUNGS-FREE,expertqa,-0.19745127922041925,517,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t1.0_g-1.0,ALL-RUNGS-FREE,factscore,0.022592044459806167,136,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t1.0_g-1.0,ALL-RUNGS-FREE,med_quad,0.1596507113054753,540,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t1.0_g-1.0,ALL-RUNGS-FREE,pubmed_qa,0.19715660170732258,2000,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t1.0_g-1.0,ALL-RUNGS-FREE,samsum,0.041495029438957255,540,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t1.0_g-1.0,ALL-RUNGS-FREE,xsum,0.022284642273670715,2000,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t1.0_g0.0,ALL-RUNGS-FREE,asqa,0.33002281688501295,284,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t1.0_g0.0,ALL-RUNGS-FREE,cnn_dailymail,0.0406918007740729,2000,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t1.0_g0.0,ALL-RUNGS-FREE,expertqa,0.2181047688101927,517,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t1.0_g0.0,ALL-RUNGS-FREE,factscore,0.4275649807205372,136,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t1.0_g0.0,ALL-RUNGS-FREE,med_quad,0.15760039363625564,540,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t1.0_g0.0,ALL-RUNGS-FREE,pubmed_qa,0.4021900027314826,2000,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t1.0_g0.0,ALL-RUNGS-FREE,samsum,0.05831443257532306,540,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t1.0_g0.0,ALL-RUNGS-FREE,xsum,0.01694968854746995,2000,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t1.0_g0.5,ALL-RUNGS-FREE,asqa,0.288466344499333,284,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t1.0_g0.5,ALL-RUNGS-FREE,cnn_dailymail,-0.14853949024836358,2000,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t1.0_g0.5,ALL-RUNGS-FREE,expertqa,0.25117500189501596,517,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t1.0_g0.5,ALL-RUNGS-FREE,factscore,0.351887171110611,136,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t1.0_g0.5,ALL-RUNGS-FREE,med_quad,0.15677679738262895,540,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t1.0_g0.5,ALL-RUNGS-FREE,pubmed_qa,0.44375296535087044,2000,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t1.0_g0.5,ALL-RUNGS-FREE,samsum,0.03154824750357824,540,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t1.0_g0.5,ALL-RUNGS-FREE,xsum,-0.1117578569461885,2000,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t1.0_g1.0,ALL-RUNGS-FREE,asqa,0.28285818730894474,284,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t1.0_g1.0,ALL-RUNGS-FREE,cnn_dailymail,-0.18370179072236836,2000,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t1.0_g1.0,ALL-RUNGS-FREE,expertqa,0.2159436515770861,517,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t1.0_g1.0,ALL-RUNGS-FREE,factscore,0.28065089206499083,136,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t1.0_g1.0,ALL-RUNGS-FREE,med_quad,0.15953086035223357,540,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t1.0_g1.0,ALL-RUNGS-FREE,pubmed_qa,0.4228714249444393,2000,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t1.0_g1.0,ALL-RUNGS-FREE,samsum,0.03274080833739609,540,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t1.0_g1.0,ALL-RUNGS-FREE,xsum,-0.1548372629949865,2000,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t2.0_g-0.5,ALL-RUNGS-FREE,asqa,0.27646735401292455,284,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t2.0_g-0.5,ALL-RUNGS-FREE,cnn_dailymail,0.13315661314186242,2000,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t2.0_g-0.5,ALL-RUNGS-FREE,expertqa,-0.0969577529986388,517,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t2.0_g-0.5,ALL-RUNGS-FREE,factscore,0.2944505855427065,136,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t2.0_g-0.5,ALL-RUNGS-FREE,med_quad,0.13289609641968048,540,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t2.0_g-0.5,ALL-RUNGS-FREE,pubmed_qa,0.3579210238462088,2000,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t2.0_g-0.5,ALL-RUNGS-FREE,samsum,-0.006944826254928137,540,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t2.0_g-0.5,ALL-RUNGS-FREE,xsum,0.00422046579715,2000,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t2.0_g-1.0,ALL-RUNGS-FREE,asqa,0.26715606111509604,284,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t2.0_g-1.0,ALL-RUNGS-FREE,cnn_dailymail,0.1513805701382643,2000,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t2.0_g-1.0,ALL-RUNGS-FREE,expertqa,-0.31169715131764425,517,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t2.0_g-1.0,ALL-RUNGS-FREE,factscore,0.06784117987811324,136,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t2.0_g-1.0,ALL-RUNGS-FREE,med_quad,0.13478706496945195,540,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t2.0_g-1.0,ALL-RUNGS-FREE,pubmed_qa,0.35536706624688824,2000,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t2.0_g-1.0,ALL-RUNGS-FREE,samsum,-0.007767470706385289,540,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t2.0_g-1.0,ALL-RUNGS-FREE,xsum,-0.007652015057268319,2000,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t2.0_g0.0,ALL-RUNGS-FREE,asqa,0.25767760425121367,284,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t2.0_g0.0,ALL-RUNGS-FREE,cnn_dailymail,0.09182622472945742,2000,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t2.0_g0.0,ALL-RUNGS-FREE,expertqa,0.21059883435200485,517,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t2.0_g0.0,ALL-RUNGS-FREE,factscore,0.371880093993011,136,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t2.0_g0.0,ALL-RUNGS-FREE,med_quad,0.1290717952686112,540,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t2.0_g0.0,ALL-RUNGS-FREE,pubmed_qa,0.35846245785245556,2000,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t2.0_g0.0,ALL-RUNGS-FREE,samsum,-0.021923817281358008,540,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t2.0_g0.0,ALL-RUNGS-FREE,xsum,0.030563898293712387,2000,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t2.0_g0.5,ALL-RUNGS-FREE,asqa,0.24669869121564317,284,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t2.0_g0.5,ALL-RUNGS-FREE,cnn_dailymail,-0.05832354658015131,2000,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t2.0_g0.5,ALL-RUNGS-FREE,expertqa,0.1996612320444303,517,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t2.0_g0.5,ALL-RUNGS-FREE,factscore,0.3099904140984027,136,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t2.0_g0.5,ALL-RUNGS-FREE,med_quad,0.12980782170066815,540,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t2.0_g0.5,ALL-RUNGS-FREE,pubmed_qa,0.39614741980840207,2000,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t2.0_g0.5,ALL-RUNGS-FREE,samsum,-0.05723892243566845,540,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t2.0_g0.5,ALL-RUNGS-FREE,xsum,-0.020721516810556433,2000,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t2.0_g1.0,ALL-RUNGS-FREE,asqa,0.2600189493909306,284,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t2.0_g1.0,ALL-RUNGS-FREE,cnn_dailymail,-0.19346934611857833,2000,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t2.0_g1.0,ALL-RUNGS-FREE,expertqa,0.17007337859831662,517,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t2.0_g1.0,ALL-RUNGS-FREE,factscore,0.24665054005191206,136,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t2.0_g1.0,ALL-RUNGS-FREE,med_quad,0.13863079615961035,540,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t2.0_g1.0,ALL-RUNGS-FREE,pubmed_qa,0.40835876433313334,2000,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t2.0_g1.0,ALL-RUNGS-FREE,samsum,-0.0484223545068676,540,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t2.0_g1.0,ALL-RUNGS-FREE,xsum,-0.12664088453514188,2000,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t4.0_g-0.5,ALL-RUNGS-FREE,asqa,0.26545847802052586,284,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t4.0_g-0.5,ALL-RUNGS-FREE,cnn_dailymail,0.12127563430223047,2000,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t4.0_g-0.5,ALL-RUNGS-FREE,expertqa,0.05806514072015536,517,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t4.0_g-0.5,ALL-RUNGS-FREE,factscore,0.4175234732848854,136,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t4.0_g-0.5,ALL-RUNGS-FREE,med_quad,0.13299640664535206,540,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t4.0_g-0.5,ALL-RUNGS-FREE,pubmed_qa,0.36816802194909237,2000,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t4.0_g-0.5,ALL-RUNGS-FREE,samsum,-0.019362350743759024,540,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t4.0_g-0.5,ALL-RUNGS-FREE,xsum,-0.010984678621853275,2000,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t4.0_g-1.0,ALL-RUNGS-FREE,asqa,0.29525499241348874,284,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t4.0_g-1.0,ALL-RUNGS-FREE,cnn_dailymail,0.12598590624166622,2000,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t4.0_g-1.0,ALL-RUNGS-FREE,expertqa,-0.2895753154268711,517,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t4.0_g-1.0,ALL-RUNGS-FREE,factscore,0.36276792572537614,136,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t4.0_g-1.0,ALL-RUNGS-FREE,med_quad,0.13186407092127622,540,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t4.0_g-1.0,ALL-RUNGS-FREE,pubmed_qa,0.3681674198254615,2000,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t4.0_g-1.0,ALL-RUNGS-FREE,samsum,-0.021717354938303762,540,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t4.0_g-1.0,ALL-RUNGS-FREE,xsum,-0.013212804574468075,2000,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t4.0_g0.0,ALL-RUNGS-FREE,asqa,0.24541729482353639,284,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t4.0_g0.0,ALL-RUNGS-FREE,cnn_dailymail,0.1118590850408894,2000,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t4.0_g0.0,ALL-RUNGS-FREE,expertqa,0.19088866547818448,517,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t4.0_g0.0,ALL-RUNGS-FREE,factscore,0.40878968773346647,136,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t4.0_g0.0,ALL-RUNGS-FREE,med_quad,0.13339637872757468,540,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t4.0_g0.0,ALL-RUNGS-FREE,pubmed_qa,0.3625895426642831,2000,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t4.0_g0.0,ALL-RUNGS-FREE,samsum,-0.03284282779940364,540,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t4.0_g0.0,ALL-RUNGS-FREE,xsum,-0.003372493808161034,2000,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t4.0_g0.5,ALL-RUNGS-FREE,asqa,0.2208708875808049,284,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t4.0_g0.5,ALL-RUNGS-FREE,cnn_dailymail,0.07649035624752394,2000,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t4.0_g0.5,ALL-RUNGS-FREE,expertqa,0.18224407308329776,517,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t4.0_g0.5,ALL-RUNGS-FREE,factscore,0.36091755593939373,136,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t4.0_g0.5,ALL-RUNGS-FREE,med_quad,0.13567040885965156,540,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t4.0_g0.5,ALL-RUNGS-FREE,pubmed_qa,0.3673073530438702,2000,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t4.0_g0.5,ALL-RUNGS-FREE,samsum,-0.07053437533307602,540,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t4.0_g0.5,ALL-RUNGS-FREE,xsum,0.010742398695584972,2000,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t4.0_g1.0,ALL-RUNGS-FREE,asqa,0.23533858739563412,284,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t4.0_g1.0,ALL-RUNGS-FREE,cnn_dailymail,-0.07158042736146937,2000,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t4.0_g1.0,ALL-RUNGS-FREE,expertqa,0.1568086673546219,517,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t4.0_g1.0,ALL-RUNGS-FREE,factscore,0.26160916502277826,136,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
W1/W4-free,length_tau,t4.0_g1.0,ALL-RUNGS-FREE,med_quad,0.13837374164460833,540,sweep,sharpening_family__meta-llama_Meta-Llama-3.1-8B__lengthtau.csv
