model,eval,rung,train,method,family,prr_mean,prr_std,n_seeds,degenerate_seeds,source,method_cells,complete_grid
Qwen/Qwen2.5-14B,expertqa,SameTask-long,factscore:468,lookback,reference baseline,0.4938,0.0807,3,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,expertqa,DiffTask-long,pubmed_qa:300+xsum:300+cnn_dailymail:300+med_quad:300+samsum:300+asqa:300,ptrue,reference baseline,0.2908,0.1095,3,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,expertqa,DiffTask-long,pubmed_qa:300+xsum:300+cnn_dailymail:300+med_quad:300+samsum:300+asqa:300,lookback,reference baseline,0.5444,0.0768,3,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,expertqa,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+asqa:257+factscore:257,ptrue,reference baseline,0.2461,0.2036,3,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,expertqa,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+asqa:257+factscore:257,lookback,reference baseline,0.5946,0.0518,3,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,expertqa,1ds-Diff-long,pubmed_qa:1800,ptrue,reference baseline,-0.7199,0.1039,3,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,expertqa,1ds-Diff-long,pubmed_qa:1800,lookback,reference baseline,-0.3004,0.0102,3,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,factscore,ID,factscore:328,ptrue,reference baseline,0.4403,0.0218,3,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,factscore,ID,factscore:328,lookback,reference baseline,0.5124,0.0184,3,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,factscore,SameTask-long,expertqa:1585,ptrue,reference baseline,0.3125,0.0266,3,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,factscore,SameTask-long,expertqa:1585,lookback,reference baseline,0.2732,0.1001,3,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,factscore,DiffTask-long,pubmed_qa:300+xsum:300+cnn_dailymail:300+med_quad:300+samsum:300+asqa:300,ptrue,reference baseline,-0.0783,0.0035,3,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,factscore,DiffTask-long,pubmed_qa:300+xsum:300+cnn_dailymail:300+med_quad:300+samsum:300+asqa:300,lookback,reference baseline,0.4439,0.0134,3,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,factscore,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+expertqa:257+asqa:257,ptrue,reference baseline,0.0776,0.0076,3,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,factscore,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+expertqa:257+asqa:257,lookback,reference baseline,0.4305,0.0322,3,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,factscore,1ds-Diff-long,pubmed_qa:1800,ptrue,reference baseline,-0.2551,0.071,3,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,factscore,1ds-Diff-long,pubmed_qa:1800,lookback,reference baseline,0.1989,0.0136,3,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,med_quad,ID,med_quad:1260,ptrue,reference baseline,0.3604,0.0643,3,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,med_quad,ID,med_quad:1260,lookback,reference baseline,0.5102,0.0015,3,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,med_quad,SameTask-long,pubmed_qa:900+asqa:900,ptrue,reference baseline,0.1625,0.0201,3,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,med_quad,SameTask-long,pubmed_qa:900+asqa:900,lookback,reference baseline,0.2295,0.0079,3,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,med_quad,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,ptrue,reference baseline,-0.0551,0.0257,3,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,med_quad,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,lookback,reference baseline,0.2264,0.0106,3,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,med_quad,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+samsum:257+expertqa:257+asqa:257+factscore:257,ptrue,reference baseline,0.0469,0.055,3,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,med_quad,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+samsum:257+expertqa:257+asqa:257+factscore:257,lookback,reference baseline,0.2352,0.0141,3,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,med_quad,1ds-Diff-long,xsum:1800,ptrue,reference baseline,-0.017,0.0081,3,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,med_quad,1ds-Diff-long,xsum:1800,lookback,reference baseline,0.1216,0.0082,3,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,pubmed_qa,ID,pubmed_qa:1800,ptrue,reference baseline,0.5272,0.0602,3,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,pubmed_qa,ID,pubmed_qa:1800,lookback,reference baseline,0.6989,0.0006,3,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,pubmed_qa,SameTask-long,med_quad:900+asqa:900,ptrue,reference baseline,0.2903,0.0728,3,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,pubmed_qa,SameTask-long,med_quad:900+asqa:900,lookback,reference baseline,-0.004,0.1612,3,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,pubmed_qa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,ptrue,reference baseline,0.136,0.1588,3,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,pubmed_qa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,lookback,reference baseline,0.3873,0.0134,3,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,pubmed_qa,LOO-long,xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+expertqa:257+asqa:257+factscore:257,ptrue,reference baseline,0.2172,0.1651,3,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,pubmed_qa,LOO-long,xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+expertqa:257+asqa:257+factscore:257,lookback,reference baseline,0.3748,0.0063,3,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,pubmed_qa,1ds-Diff-long,xsum:1800,ptrue,reference baseline,0.4052,0.024,3,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,pubmed_qa,1ds-Diff-long,xsum:1800,lookback,reference baseline,0.35,0.0531,3,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,samsum,ID,samsum:1260,ptrue,reference baseline,0.2924,0.0219,3,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,samsum,ID,samsum:1260,lookback,reference baseline,0.5182,0.0067,3,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,samsum,SameTask-long,xsum:900+cnn_dailymail:900,ptrue,reference baseline,-0.0212,0.0482,3,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,samsum,SameTask-long,xsum:900+cnn_dailymail:900,lookback,reference baseline,-0.1363,0.0231,3,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,samsum,DiffTask-long,pubmed_qa:360+med_quad:360+expertqa:360+asqa:360+factscore:360,ptrue,reference baseline,0.1063,0.1148,3,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,samsum,DiffTask-long,pubmed_qa:360+med_quad:360+expertqa:360+asqa:360+factscore:360,lookback,reference baseline,0.404,0.0233,3,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,samsum,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+expertqa:257+asqa:257+factscore:257,ptrue,reference baseline,0.1142,0.033,3,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,samsum,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+expertqa:257+asqa:257+factscore:257,lookback,reference baseline,0.1066,0.1821,3,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,samsum,1ds-Diff-long,pubmed_qa:1800,ptrue,reference baseline,-0.0658,0.004,3,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,samsum,1ds-Diff-long,pubmed_qa:1800,lookback,reference baseline,0.1939,0.0069,3,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,xsum,ID,xsum:1800,ptrue,reference baseline,0.1574,0.046,3,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,xsum,ID,xsum:1800,lookback,reference baseline,0.4035,0.0058,3,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,xsum,SameTask-long,cnn_dailymail:900+samsum:900,ptrue,reference baseline,0.0443,0.01,3,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,xsum,SameTask-long,cnn_dailymail:900+samsum:900,lookback,reference baseline,-0.049,0.0228,3,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,xsum,DiffTask-long,pubmed_qa:360+med_quad:360+expertqa:360+asqa:360+factscore:360,ptrue,reference baseline,0.0529,0.0538,3,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,xsum,DiffTask-long,pubmed_qa:360+med_quad:360+expertqa:360+asqa:360+factscore:360,lookback,reference baseline,0.1261,0.0154,3,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,xsum,LOO-long,pubmed_qa:257+cnn_dailymail:257+med_quad:257+samsum:257+expertqa:257+asqa:257+factscore:257,ptrue,reference baseline,0.062,0.073,3,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,xsum,LOO-long,pubmed_qa:257+cnn_dailymail:257+med_quad:257+samsum:257+expertqa:257+asqa:257+factscore:257,lookback,reference baseline,0.2008,0.0205,3,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,xsum,1ds-Diff-long,pubmed_qa:1800,ptrue,reference baseline,-0.0629,0.0142,3,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,xsum,1ds-Diff-long,pubmed_qa:1800,lookback,reference baseline,0.1394,0.0008,3,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,pubmed_qa,ID,(floor: eval set only),ptrue_unsup,reference baseline,-0.02,0.0,1,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,pubmed_qa,SameTask-long,(floor: eval set only),ptrue_unsup,reference baseline,-0.02,0.0,1,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,pubmed_qa,DiffTask-long,(floor: eval set only),ptrue_unsup,reference baseline,-0.02,0.0,1,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,pubmed_qa,LOO-long,(floor: eval set only),ptrue_unsup,reference baseline,-0.02,0.0,1,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,pubmed_qa,1ds-Diff-long,(floor: eval set only),ptrue_unsup,reference baseline,-0.02,0.0,1,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,xsum,ID,(floor: eval set only),ptrue_unsup,reference baseline,0.0988,0.0,1,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,xsum,SameTask-long,(floor: eval set only),ptrue_unsup,reference baseline,0.0988,0.0,1,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,xsum,DiffTask-long,(floor: eval set only),ptrue_unsup,reference baseline,0.0988,0.0,1,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,xsum,LOO-long,(floor: eval set only),ptrue_unsup,reference baseline,0.0988,0.0,1,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,xsum,1ds-Diff-long,(floor: eval set only),ptrue_unsup,reference baseline,0.0988,0.0,1,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,cnn_dailymail,ID,(floor: eval set only),ptrue_unsup,reference baseline,0.0413,0.0,1,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,cnn_dailymail,SameTask-long,(floor: eval set only),ptrue_unsup,reference baseline,0.0413,0.0,1,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,cnn_dailymail,DiffTask-long,(floor: eval set only),ptrue_unsup,reference baseline,0.0413,0.0,1,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,cnn_dailymail,LOO-long,(floor: eval set only),ptrue_unsup,reference baseline,0.0413,0.0,1,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,cnn_dailymail,1ds-Diff-long,(floor: eval set only),ptrue_unsup,reference baseline,0.0413,0.0,1,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,med_quad,ID,(floor: eval set only),ptrue_unsup,reference baseline,0.1632,0.0,1,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,med_quad,SameTask-long,(floor: eval set only),ptrue_unsup,reference baseline,0.1632,0.0,1,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,med_quad,DiffTask-long,(floor: eval set only),ptrue_unsup,reference baseline,0.1632,0.0,1,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,med_quad,LOO-long,(floor: eval set only),ptrue_unsup,reference baseline,0.1632,0.0,1,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,med_quad,1ds-Diff-long,(floor: eval set only),ptrue_unsup,reference baseline,0.1632,0.0,1,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,samsum,ID,(floor: eval set only),ptrue_unsup,reference baseline,0.3713,0.0,1,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,samsum,SameTask-long,(floor: eval set only),ptrue_unsup,reference baseline,0.3713,0.0,1,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,samsum,DiffTask-long,(floor: eval set only),ptrue_unsup,reference baseline,0.3713,0.0,1,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,samsum,LOO-long,(floor: eval set only),ptrue_unsup,reference baseline,0.3713,0.0,1,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,samsum,1ds-Diff-long,(floor: eval set only),ptrue_unsup,reference baseline,0.3713,0.0,1,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,expertqa,ID,(floor: eval set only),ptrue_unsup,reference baseline,0.4837,0.0,1,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,expertqa,SameTask-long,(floor: eval set only),ptrue_unsup,reference baseline,0.4837,0.0,1,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,expertqa,DiffTask-long,(floor: eval set only),ptrue_unsup,reference baseline,0.4837,0.0,1,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,expertqa,LOO-long,(floor: eval set only),ptrue_unsup,reference baseline,0.4837,0.0,1,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,expertqa,1ds-Diff-long,(floor: eval set only),ptrue_unsup,reference baseline,0.4837,0.0,1,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,asqa,ID,(floor: eval set only),ptrue_unsup,reference baseline,-0.0307,0.0,1,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,asqa,SameTask-long,(floor: eval set only),ptrue_unsup,reference baseline,-0.0307,0.0,1,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,asqa,DiffTask-long,(floor: eval set only),ptrue_unsup,reference baseline,-0.0307,0.0,1,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,asqa,LOO-long,(floor: eval set only),ptrue_unsup,reference baseline,-0.0307,0.0,1,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,asqa,1ds-Diff-long,(floor: eval set only),ptrue_unsup,reference baseline,-0.0307,0.0,1,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,factscore,ID,(floor: eval set only),ptrue_unsup,reference baseline,0.3723,0.0,1,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,factscore,SameTask-long,(floor: eval set only),ptrue_unsup,reference baseline,0.3723,0.0,1,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,factscore,DiffTask-long,(floor: eval set only),ptrue_unsup,reference baseline,0.3723,0.0,1,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,factscore,LOO-long,(floor: eval set only),ptrue_unsup,reference baseline,0.3723,0.0,1,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,factscore,1ds-Diff-long,(floor: eval set only),ptrue_unsup,reference baseline,0.3723,0.0,1,,corrected-span master,40,yes
Qwen/Qwen2.5-14B,cnn_dailymail,1ds-Diff-long,pubmed_qa,hbo,published baseline,-0.292256,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,cnn_dailymail,1ds-Diff-long,pubmed_qa,huq_satmd_mid,published baseline,-0.032344,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,cnn_dailymail,1ds-Diff-long,pubmed_qa,md_mean_mid,published baseline,-0.032344,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,cnn_dailymail,1ds-Diff-long,pubmed_qa,satmd_mid,published baseline,-0.032344,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,expertqa,1ds-Diff-long,pubmed_qa,hbo,published baseline,0.658668,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,expertqa,1ds-Diff-long,pubmed_qa,huq_satmd_mid,published baseline,-0.105722,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,expertqa,1ds-Diff-long,pubmed_qa,md_mean_mid,published baseline,-0.105722,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,expertqa,1ds-Diff-long,pubmed_qa,satmd_mid,published baseline,-0.105722,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,factscore,1ds-Diff-long,pubmed_qa,hbo,published baseline,0.247427,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,factscore,1ds-Diff-long,pubmed_qa,huq_satmd_mid,published baseline,0.245787,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,factscore,1ds-Diff-long,pubmed_qa,md_mean_mid,published baseline,0.245787,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,factscore,1ds-Diff-long,pubmed_qa,satmd_mid,published baseline,0.245787,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,samsum,1ds-Diff-long,pubmed_qa,hbo,published baseline,0.230688,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,samsum,1ds-Diff-long,pubmed_qa,huq_satmd_mid,published baseline,-0.089187,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,samsum,1ds-Diff-long,pubmed_qa,md_mean_mid,published baseline,-0.089187,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,samsum,1ds-Diff-long,pubmed_qa,satmd_mid,published baseline,-0.089187,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,xsum,1ds-Diff-long,pubmed_qa,hbo,published baseline,-0.026519,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,xsum,1ds-Diff-long,pubmed_qa,huq_satmd_mid,published baseline,0.061896,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,xsum,1ds-Diff-long,pubmed_qa,md_mean_mid,published baseline,0.061896,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,xsum,1ds-Diff-long,pubmed_qa,satmd_mid,published baseline,0.061896,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,asqa,1ds-Diff-long,xsum,hbo,published baseline,0.103793,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,asqa,1ds-Diff-long,xsum,huq_satmd_mid,published baseline,-0.006532,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,asqa,1ds-Diff-long,xsum,md_mean_mid,published baseline,-0.006532,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,asqa,1ds-Diff-long,xsum,satmd_mid,published baseline,-0.006532,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,med_quad,1ds-Diff-long,xsum,hbo,published baseline,-0.117438,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,med_quad,1ds-Diff-long,xsum,huq_satmd_mid,published baseline,-0.260417,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,med_quad,1ds-Diff-long,xsum,md_mean_mid,published baseline,-0.260417,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,med_quad,1ds-Diff-long,xsum,satmd_mid,published baseline,-0.260417,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,pubmed_qa,1ds-Diff-long,xsum,hbo,published baseline,-0.333496,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,pubmed_qa,1ds-Diff-long,xsum,huq_satmd_mid,published baseline,0.210911,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,pubmed_qa,1ds-Diff-long,xsum,md_mean_mid,published baseline,0.210911,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,pubmed_qa,1ds-Diff-long,xsum,satmd_mid,published baseline,0.210911,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,expertqa,DiffTask-long,pubmed_qa+xsum+cnn_dailymail+med_quad+samsum+asqa,hbo,published baseline,0.658595,0.000435,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,expertqa,DiffTask-long,pubmed_qa+xsum+cnn_dailymail+med_quad+samsum+asqa,huq_satmd_mid,published baseline,0.303939,0.276216,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,expertqa,DiffTask-long,pubmed_qa+xsum+cnn_dailymail+med_quad+samsum+asqa,md_mean_mid,published baseline,-0.03767,0.002046,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,expertqa,DiffTask-long,pubmed_qa+xsum+cnn_dailymail+med_quad+samsum+asqa,satmd_mid,published baseline,-0.03767,0.002046,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,factscore,DiffTask-long,pubmed_qa+xsum+cnn_dailymail+med_quad+samsum+asqa,hbo,published baseline,0.247427,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,factscore,DiffTask-long,pubmed_qa+xsum+cnn_dailymail+med_quad+samsum+asqa,huq_satmd_mid,published baseline,0.266275,0.047525,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,factscore,DiffTask-long,pubmed_qa+xsum+cnn_dailymail+med_quad+samsum+asqa,md_mean_mid,published baseline,0.219798,0.006865,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,factscore,DiffTask-long,pubmed_qa+xsum+cnn_dailymail+med_quad+samsum+asqa,satmd_mid,published baseline,0.219798,0.006865,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,cnn_dailymail,DiffTask-long,pubmed_qa+med_quad+expertqa+asqa+factscore,hbo,published baseline,-0.211846,0.004975,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,cnn_dailymail,DiffTask-long,pubmed_qa+med_quad+expertqa+asqa+factscore,huq_satmd_mid,published baseline,-0.161003,0.038095,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,cnn_dailymail,DiffTask-long,pubmed_qa+med_quad+expertqa+asqa+factscore,md_mean_mid,published baseline,0.144847,0.001316,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,cnn_dailymail,DiffTask-long,pubmed_qa+med_quad+expertqa+asqa+factscore,satmd_mid,published baseline,0.144847,0.001316,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,samsum,DiffTask-long,pubmed_qa+med_quad+expertqa+asqa+factscore,hbo,published baseline,0.246119,0.014839,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,samsum,DiffTask-long,pubmed_qa+med_quad+expertqa+asqa+factscore,huq_satmd_mid,published baseline,0.163934,0.009553,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,samsum,DiffTask-long,pubmed_qa+med_quad+expertqa+asqa+factscore,md_mean_mid,published baseline,-0.133495,0.004807,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,samsum,DiffTask-long,pubmed_qa+med_quad+expertqa+asqa+factscore,satmd_mid,published baseline,-0.133495,0.004807,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,xsum,DiffTask-long,pubmed_qa+med_quad+expertqa+asqa+factscore,hbo,published baseline,0.044297,0.004162,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,xsum,DiffTask-long,pubmed_qa+med_quad+expertqa+asqa+factscore,huq_satmd_mid,published baseline,0.002985,0.01185,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,xsum,DiffTask-long,pubmed_qa+med_quad+expertqa+asqa+factscore,md_mean_mid,published baseline,0.068773,0.003332,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,xsum,DiffTask-long,pubmed_qa+med_quad+expertqa+asqa+factscore,satmd_mid,published baseline,0.068773,0.003332,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,asqa,DiffTask-long,xsum+cnn_dailymail+samsum+expertqa+factscore,hbo,published baseline,0.100026,0.001861,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,asqa,DiffTask-long,xsum+cnn_dailymail+samsum+expertqa+factscore,huq_satmd_mid,published baseline,0.103793,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,asqa,DiffTask-long,xsum+cnn_dailymail+samsum+expertqa+factscore,md_mean_mid,published baseline,-0.003446,0.002529,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,asqa,DiffTask-long,xsum+cnn_dailymail+samsum+expertqa+factscore,satmd_mid,published baseline,-0.003446,0.002529,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,med_quad,DiffTask-long,xsum+cnn_dailymail+samsum+expertqa+factscore,hbo,published baseline,-0.117438,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,med_quad,DiffTask-long,xsum+cnn_dailymail+samsum+expertqa+factscore,huq_satmd_mid,published baseline,-0.117438,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,med_quad,DiffTask-long,xsum+cnn_dailymail+samsum+expertqa+factscore,md_mean_mid,published baseline,-0.19441,0.003915,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,med_quad,DiffTask-long,xsum+cnn_dailymail+samsum+expertqa+factscore,satmd_mid,published baseline,-0.19441,0.003915,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,pubmed_qa,DiffTask-long,xsum+cnn_dailymail+samsum+expertqa+factscore,hbo,published baseline,-0.333509,2.4e-05,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,pubmed_qa,DiffTask-long,xsum+cnn_dailymail+samsum+expertqa+factscore,huq_satmd_mid,published baseline,-0.333496,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,pubmed_qa,DiffTask-long,xsum+cnn_dailymail+samsum+expertqa+factscore,md_mean_mid,published baseline,-0.086622,0.020233,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,pubmed_qa,DiffTask-long,xsum+cnn_dailymail+samsum+expertqa+factscore,satmd_mid,published baseline,-0.086622,0.020233,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,asqa,ID,asqa,hbo,published baseline,0.189278,0.00864,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,asqa,ID,asqa,huq_satmd_mid,published baseline,0.1076,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,asqa,ID,asqa,md_mean_mid,published baseline,0.053476,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,asqa,ID,asqa,satmd_mid,published baseline,-0.033718,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,cnn_dailymail,ID,cnn_dailymail,hbo,published baseline,-0.269206,0.001729,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,cnn_dailymail,ID,cnn_dailymail,huq_satmd_mid,published baseline,0.031729,0.0,3,0,published baselines,40,yes
Qwen/Qwen2.5-14B,cnn_dailymail,ID,cnn_dailymail,md_mean_mid,published baseline,-0.00879,0.0,3,0,published baselines,40,yes
