model,eval,rung,train,method,family,prr_mean,prr_std,n_seeds,degenerate_seeds,source,method_cells,complete_grid
google/gemma-2-9b,xsum,ID,xsum:1800,attention,this project,0.3939,0.0074,3,,corrected-span master,40,yes
google/gemma-2-9b,xsum,ID,xsum:1800,wmsp_norm,this project,0.3019,0.0262,3,,corrected-span master,40,yes
google/gemma-2-9b,xsum,ID,xsum:1800,wmsp_shrink1_5,this project,0.3386,0.0178,3,,corrected-span master,40,yes
google/gemma-2-9b,xsum,ID,xsum:1800,wmsp_shrink2,this project,0.3595,0.0345,3,,corrected-span master,40,yes
google/gemma-2-9b,xsum,ID,xsum:1800,VERDICT:bestw_vs_fairfloor,verdict,0.4401,,3,,corrected-span master,40,yes
google/gemma-2-9b,xsum,ID,xsum:1800,VERDICT:bestw_vs_bestpooler,verdict,-0.0274,,3,,corrected-span master,40,yes
google/gemma-2-9b,xsum,ID,xsum:1800,VERDICT:attention_vs_fairfloor,verdict,0.4343,,3,,corrected-span master,40,yes
google/gemma-2-9b,xsum,SameTask-long,cnn_dailymail:900+samsum:900,floor_sum,reference baseline,-0.2129,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,xsum,SameTask-long,cnn_dailymail:900+samsum:900,floor_ppl,reference baseline,-0.2128,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,xsum,SameTask-long,cnn_dailymail:900+samsum:900,floor_min,reference baseline,-0.037,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,xsum,SameTask-long,cnn_dailymail:900+samsum:900,fair_floor,reference baseline,-0.037,0.0,0,,corrected-span master,40,yes
google/gemma-2-9b,xsum,SameTask-long,cnn_dailymail:900+samsum:900,saplma,reference baseline,0.2634,0.0332,3,,corrected-span master,40,yes
google/gemma-2-9b,xsum,SameTask-long,cnn_dailymail:900+samsum:900,uniform,this project,0.1946,0.0119,3,,corrected-span master,40,yes
google/gemma-2-9b,xsum,SameTask-long,cnn_dailymail:900+samsum:900,attention,this project,0.1582,0.0189,3,,corrected-span master,40,yes
google/gemma-2-9b,xsum,SameTask-long,cnn_dailymail:900+samsum:900,wmsp_norm,this project,0.0638,0.0743,3,,corrected-span master,40,yes
google/gemma-2-9b,xsum,SameTask-long,cnn_dailymail:900+samsum:900,wmsp_shrink1_5,this project,0.1116,0.0134,3,,corrected-span master,40,yes
google/gemma-2-9b,xsum,SameTask-long,cnn_dailymail:900+samsum:900,wmsp_shrink2,this project,0.0927,0.0343,3,,corrected-span master,40,yes
google/gemma-2-9b,xsum,SameTask-long,cnn_dailymail:900+samsum:900,VERDICT:bestw_vs_fairfloor,verdict,0.1661,,3,,corrected-span master,40,yes
google/gemma-2-9b,xsum,SameTask-long,cnn_dailymail:900+samsum:900,VERDICT:bestw_vs_bestpooler,verdict,-0.0992,,3,,corrected-span master,40,yes
google/gemma-2-9b,xsum,SameTask-long,cnn_dailymail:900+samsum:900,VERDICT:attention_vs_fairfloor,verdict,0.2194,,3,,corrected-span master,40,yes
google/gemma-2-9b,xsum,1ds-Diff-long,pubmed_qa:1800,floor_sum,reference baseline,-0.2129,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,xsum,1ds-Diff-long,pubmed_qa:1800,floor_ppl,reference baseline,-0.2128,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,xsum,1ds-Diff-long,pubmed_qa:1800,floor_min,reference baseline,-0.037,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,xsum,1ds-Diff-long,pubmed_qa:1800,fair_floor,reference baseline,-0.037,0.0,0,,corrected-span master,40,yes
google/gemma-2-9b,xsum,1ds-Diff-long,pubmed_qa:1800,saplma,reference baseline,0.3591,0.0212,3,,corrected-span master,40,yes
google/gemma-2-9b,xsum,1ds-Diff-long,pubmed_qa:1800,uniform,this project,0.1713,0.0137,3,,corrected-span master,40,yes
google/gemma-2-9b,xsum,1ds-Diff-long,pubmed_qa:1800,attention,this project,0.1672,0.0275,3,,corrected-span master,40,yes
google/gemma-2-9b,xsum,1ds-Diff-long,pubmed_qa:1800,wmsp_norm,this project,0.0684,0.036,3,,corrected-span master,40,yes
google/gemma-2-9b,xsum,1ds-Diff-long,pubmed_qa:1800,wmsp_shrink1_5,this project,0.0766,0.0356,3,,corrected-span master,40,yes
google/gemma-2-9b,xsum,1ds-Diff-long,pubmed_qa:1800,wmsp_shrink2,this project,0.0345,0.0065,3,,corrected-span master,40,yes
google/gemma-2-9b,xsum,1ds-Diff-long,pubmed_qa:1800,VERDICT:bestw_vs_fairfloor,verdict,0.1206,,3,,corrected-span master,40,yes
google/gemma-2-9b,xsum,1ds-Diff-long,pubmed_qa:1800,VERDICT:bestw_vs_bestpooler,verdict,-0.0881,,3,,corrected-span master,40,yes
google/gemma-2-9b,xsum,1ds-Diff-long,pubmed_qa:1800,VERDICT:attention_vs_fairfloor,verdict,0.222,,3,,corrected-span master,40,yes
google/gemma-2-9b,cnn_dailymail,ID,cnn_dailymail:1800,floor_sum,reference baseline,0.0115,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,cnn_dailymail,ID,cnn_dailymail:1800,floor_ppl,reference baseline,0.1502,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,cnn_dailymail,ID,cnn_dailymail:1800,floor_min,reference baseline,0.1157,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,cnn_dailymail,ID,cnn_dailymail:1800,fair_floor,reference baseline,0.1157,0.0,0,,corrected-span master,40,yes
google/gemma-2-9b,cnn_dailymail,ID,cnn_dailymail:1800,saplma,reference baseline,0.4547,0.006,3,,corrected-span master,40,yes
google/gemma-2-9b,cnn_dailymail,ID,cnn_dailymail:1800,uniform,this project,0.3501,0.0168,3,,corrected-span master,40,yes
google/gemma-2-9b,cnn_dailymail,ID,cnn_dailymail:1800,attention,this project,0.3384,0.0143,3,,corrected-span master,40,yes
google/gemma-2-9b,cnn_dailymail,ID,cnn_dailymail:1800,wmsp_norm,this project,0.2716,0.0331,3,,corrected-span master,40,yes
google/gemma-2-9b,cnn_dailymail,ID,cnn_dailymail:1800,wmsp_shrink1_5,this project,0.3491,0.0095,3,,corrected-span master,40,yes
google/gemma-2-9b,cnn_dailymail,ID,cnn_dailymail:1800,wmsp_shrink2,this project,0.3591,0.0078,3,,corrected-span master,40,yes
google/gemma-2-9b,cnn_dailymail,ID,cnn_dailymail:1800,VERDICT:bestw_vs_fairfloor,verdict,0.2631,,3,,corrected-span master,40,yes
google/gemma-2-9b,cnn_dailymail,ID,cnn_dailymail:1800,VERDICT:bestw_vs_bestpooler,verdict,0.0234,,3,,corrected-span master,40,yes
google/gemma-2-9b,cnn_dailymail,ID,cnn_dailymail:1800,VERDICT:attention_vs_fairfloor,verdict,0.2285,,3,,corrected-span master,40,yes
google/gemma-2-9b,cnn_dailymail,SameTask-long,xsum:900+samsum:900,floor_sum,reference baseline,0.0115,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,cnn_dailymail,SameTask-long,xsum:900+samsum:900,floor_ppl,reference baseline,0.1502,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,cnn_dailymail,SameTask-long,xsum:900+samsum:900,floor_min,reference baseline,0.1157,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,cnn_dailymail,SameTask-long,xsum:900+samsum:900,fair_floor,reference baseline,0.1157,0.0,0,,corrected-span master,40,yes
google/gemma-2-9b,cnn_dailymail,SameTask-long,xsum:900+samsum:900,saplma,reference baseline,0.2978,0.0227,3,,corrected-span master,40,yes
google/gemma-2-9b,cnn_dailymail,SameTask-long,xsum:900+samsum:900,uniform,this project,0.194,0.0255,3,,corrected-span master,40,yes
google/gemma-2-9b,cnn_dailymail,SameTask-long,xsum:900+samsum:900,attention,this project,0.2128,0.0332,3,,corrected-span master,40,yes
google/gemma-2-9b,cnn_dailymail,SameTask-long,xsum:900+samsum:900,wmsp_norm,this project,0.1558,0.0113,3,,corrected-span master,40,yes
google/gemma-2-9b,cnn_dailymail,SameTask-long,xsum:900+samsum:900,wmsp_shrink1_5,this project,0.2411,0.0244,3,,corrected-span master,40,yes
google/gemma-2-9b,cnn_dailymail,SameTask-long,xsum:900+samsum:900,wmsp_shrink2,this project,0.2503,0.0024,3,,corrected-span master,40,yes
google/gemma-2-9b,cnn_dailymail,SameTask-long,xsum:900+samsum:900,VERDICT:bestw_vs_fairfloor,verdict,0.1808,,3,,corrected-span master,40,yes
google/gemma-2-9b,cnn_dailymail,SameTask-long,xsum:900+samsum:900,VERDICT:bestw_vs_bestpooler,verdict,0.0194,,3,,corrected-span master,40,yes
google/gemma-2-9b,cnn_dailymail,SameTask-long,xsum:900+samsum:900,VERDICT:attention_vs_fairfloor,verdict,0.1614,,3,,corrected-span master,40,yes
google/gemma-2-9b,cnn_dailymail,1ds-Diff-long,pubmed_qa:1800,floor_sum,reference baseline,0.0115,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,cnn_dailymail,1ds-Diff-long,pubmed_qa:1800,floor_ppl,reference baseline,0.1502,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,cnn_dailymail,1ds-Diff-long,pubmed_qa:1800,floor_min,reference baseline,0.1157,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,cnn_dailymail,1ds-Diff-long,pubmed_qa:1800,fair_floor,reference baseline,0.1157,0.0,0,,corrected-span master,40,yes
google/gemma-2-9b,cnn_dailymail,1ds-Diff-long,pubmed_qa:1800,saplma,reference baseline,0.3325,0.0202,3,,corrected-span master,40,yes
google/gemma-2-9b,cnn_dailymail,1ds-Diff-long,pubmed_qa:1800,uniform,this project,0.3084,0.0106,3,,corrected-span master,40,yes
google/gemma-2-9b,cnn_dailymail,1ds-Diff-long,pubmed_qa:1800,attention,this project,0.2891,0.0074,3,,corrected-span master,40,yes
google/gemma-2-9b,cnn_dailymail,1ds-Diff-long,pubmed_qa:1800,wmsp_norm,this project,0.1083,0.0023,3,,corrected-span master,40,yes
google/gemma-2-9b,cnn_dailymail,1ds-Diff-long,pubmed_qa:1800,wmsp_shrink1_5,this project,0.1905,0.0189,3,,corrected-span master,40,yes
google/gemma-2-9b,cnn_dailymail,1ds-Diff-long,pubmed_qa:1800,wmsp_shrink2,this project,0.1787,0.0283,3,,corrected-span master,40,yes
google/gemma-2-9b,cnn_dailymail,1ds-Diff-long,pubmed_qa:1800,VERDICT:bestw_vs_fairfloor,verdict,0.0848,,3,,corrected-span master,40,yes
google/gemma-2-9b,cnn_dailymail,1ds-Diff-long,pubmed_qa:1800,VERDICT:bestw_vs_bestpooler,verdict,-0.1109,,3,,corrected-span master,40,yes
google/gemma-2-9b,cnn_dailymail,1ds-Diff-long,pubmed_qa:1800,VERDICT:attention_vs_fairfloor,verdict,0.2023,,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,ID,samsum:1260,floor_sum,reference baseline,-0.1211,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,ID,samsum:1260,floor_ppl,reference baseline,0.3171,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,ID,samsum:1260,floor_min,reference baseline,0.0695,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,ID,samsum:1260,fair_floor,reference baseline,0.0695,0.0,0,,corrected-span master,40,yes
google/gemma-2-9b,samsum,ID,samsum:1260,saplma,reference baseline,0.6597,0.0025,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,ID,samsum:1260,uniform,this project,0.5481,0.0137,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,ID,samsum:1260,attention,this project,0.5846,0.0269,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,ID,samsum:1260,wmsp_norm,this project,0.5356,0.0013,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,ID,samsum:1260,wmsp_shrink1_5,this project,0.5044,0.0306,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,ID,samsum:1260,wmsp_shrink2,this project,0.5129,0.0084,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,ID,samsum:1260,VERDICT:bestw_vs_fairfloor,verdict,0.5242,,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,ID,samsum:1260,VERDICT:bestw_vs_bestpooler,verdict,-0.0047,,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,ID,samsum:1260,VERDICT:attention_vs_fairfloor,verdict,0.5289,,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,SameTask-long,xsum:900+cnn_dailymail:900,floor_sum,reference baseline,-0.1211,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,SameTask-long,xsum:900+cnn_dailymail:900,floor_ppl,reference baseline,0.3171,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,SameTask-long,xsum:900+cnn_dailymail:900,floor_min,reference baseline,0.0695,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,SameTask-long,xsum:900+cnn_dailymail:900,fair_floor,reference baseline,0.0695,0.0,0,,corrected-span master,40,yes
google/gemma-2-9b,samsum,SameTask-long,xsum:900+cnn_dailymail:900,saplma,reference baseline,0.2337,0.0476,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,SameTask-long,xsum:900+cnn_dailymail:900,uniform,this project,0.1182,0.0214,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,SameTask-long,xsum:900+cnn_dailymail:900,attention,this project,0.1422,0.0591,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,SameTask-long,xsum:900+cnn_dailymail:900,wmsp_norm,this project,0.1978,0.0513,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,SameTask-long,xsum:900+cnn_dailymail:900,wmsp_shrink1_5,this project,0.2201,0.0214,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,SameTask-long,xsum:900+cnn_dailymail:900,wmsp_shrink2,this project,0.225,0.0168,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,SameTask-long,xsum:900+cnn_dailymail:900,VERDICT:bestw_vs_fairfloor,verdict,0.1865,,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,SameTask-long,xsum:900+cnn_dailymail:900,VERDICT:bestw_vs_bestpooler,verdict,0.1083,,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,SameTask-long,xsum:900+cnn_dailymail:900,VERDICT:attention_vs_fairfloor,verdict,0.0782,,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,1ds-Diff-long,pubmed_qa:1800,floor_sum,reference baseline,-0.1211,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,1ds-Diff-long,pubmed_qa:1800,floor_ppl,reference baseline,0.3171,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,1ds-Diff-long,pubmed_qa:1800,floor_min,reference baseline,0.0695,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,1ds-Diff-long,pubmed_qa:1800,fair_floor,reference baseline,0.0695,0.0,0,,corrected-span master,40,yes
google/gemma-2-9b,samsum,1ds-Diff-long,pubmed_qa:1800,saplma,reference baseline,0.4391,0.0173,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,1ds-Diff-long,pubmed_qa:1800,uniform,this project,0.3535,0.0095,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,1ds-Diff-long,pubmed_qa:1800,attention,this project,0.3818,0.0114,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,1ds-Diff-long,pubmed_qa:1800,wmsp_norm,this project,0.3085,0.0932,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,1ds-Diff-long,pubmed_qa:1800,wmsp_shrink1_5,this project,0.2302,0.0335,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,1ds-Diff-long,pubmed_qa:1800,wmsp_shrink2,this project,0.2537,0.0478,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,1ds-Diff-long,pubmed_qa:1800,VERDICT:bestw_vs_fairfloor,verdict,0.3317,,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,1ds-Diff-long,pubmed_qa:1800,VERDICT:bestw_vs_bestpooler,verdict,-0.0038,,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,1ds-Diff-long,pubmed_qa:1800,VERDICT:attention_vs_fairfloor,verdict,0.3355,,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,ID,expertqa:1159,floor_sum,reference baseline,0.3567,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,ID,expertqa:1159,floor_ppl,reference baseline,0.1442,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,ID,expertqa:1159,floor_min,reference baseline,0.4039,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,ID,expertqa:1159,fair_floor,reference baseline,0.4039,0.0,0,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,ID,expertqa:1159,saplma,reference baseline,0.7094,0.0055,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,ID,expertqa:1159,uniform,this project,0.7144,0.0064,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,ID,expertqa:1159,attention,this project,0.698,0.0186,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,ID,expertqa:1159,wmsp_norm,this project,0.425,0.0444,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,ID,expertqa:1159,wmsp_shrink1_5,this project,0.6221,0.0275,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,ID,expertqa:1159,wmsp_shrink2,this project,0.6224,0.0245,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,ID,expertqa:1159,VERDICT:bestw_vs_fairfloor,verdict,0.2358,,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,ID,expertqa:1159,VERDICT:bestw_vs_bestpooler,verdict,-0.0734,,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,ID,expertqa:1159,VERDICT:attention_vs_fairfloor,verdict,0.2997,,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,SameTask-long,factscore:478,floor_sum,reference baseline,0.3567,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,SameTask-long,factscore:478,floor_ppl,reference baseline,0.1442,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,SameTask-long,factscore:478,floor_min,reference baseline,0.4039,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,SameTask-long,factscore:478,fair_floor,reference baseline,0.4039,0.0,0,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,SameTask-long,factscore:478,saplma,reference baseline,0.5584,0.0079,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,SameTask-long,factscore:478,uniform,this project,0.4604,0.0124,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,SameTask-long,factscore:478,attention,this project,0.4801,0.007,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,SameTask-long,factscore:478,wmsp_norm,this project,-0.043,0.0338,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,SameTask-long,factscore:478,wmsp_shrink1_5,this project,0.275,0.016,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,SameTask-long,factscore:478,wmsp_shrink2,this project,0.2871,0.0097,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,SameTask-long,factscore:478,VERDICT:bestw_vs_fairfloor,verdict,-0.115,,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,SameTask-long,factscore:478,VERDICT:bestw_vs_bestpooler,verdict,-0.2025,,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,SameTask-long,factscore:478,VERDICT:attention_vs_fairfloor,verdict,0.0875,,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,1ds-Diff-long,pubmed_qa:1800,floor_sum,reference baseline,0.3567,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,1ds-Diff-long,pubmed_qa:1800,floor_ppl,reference baseline,0.1442,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,1ds-Diff-long,pubmed_qa:1800,floor_min,reference baseline,0.4039,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,1ds-Diff-long,pubmed_qa:1800,fair_floor,reference baseline,0.4039,0.0,0,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,1ds-Diff-long,pubmed_qa:1800,saplma,reference baseline,0.1877,0.0241,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,1ds-Diff-long,pubmed_qa:1800,uniform,this project,0.1356,0.0161,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,1ds-Diff-long,pubmed_qa:1800,attention,this project,0.1286,0.0347,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,1ds-Diff-long,pubmed_qa:1800,wmsp_norm,this project,0.0992,0.0072,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,1ds-Diff-long,pubmed_qa:1800,wmsp_shrink1_5,this project,0.2216,0.0206,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,1ds-Diff-long,pubmed_qa:1800,wmsp_shrink2,this project,0.271,0.0134,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,1ds-Diff-long,pubmed_qa:1800,VERDICT:bestw_vs_fairfloor,verdict,-0.1244,,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,1ds-Diff-long,pubmed_qa:1800,VERDICT:bestw_vs_bestpooler,verdict,0.1427,,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,1ds-Diff-long,pubmed_qa:1800,VERDICT:attention_vs_fairfloor,verdict,-0.273,,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,ID,asqa:664,floor_sum,reference baseline,0.1775,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,ID,asqa:664,floor_ppl,reference baseline,0.1707,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,ID,asqa:664,floor_min,reference baseline,0.1036,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,ID,asqa:664,fair_floor,reference baseline,0.1036,0.0,0,,corrected-span master,40,yes
google/gemma-2-9b,asqa,ID,asqa:664,saplma,reference baseline,0.29,0.0345,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,ID,asqa:664,uniform,this project,0.3049,0.0119,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,ID,asqa:664,attention,this project,0.3054,0.0425,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,ID,asqa:664,wmsp_norm,this project,0.2864,0.0371,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,ID,asqa:664,wmsp_shrink1_5,this project,0.3432,0.044,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,ID,asqa:664,wmsp_shrink2,this project,0.3429,0.035,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,ID,asqa:664,VERDICT:bestw_vs_fairfloor,verdict,0.2522,,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,ID,asqa:664,VERDICT:bestw_vs_bestpooler,verdict,0.035,,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,ID,asqa:664,VERDICT:attention_vs_fairfloor,verdict,0.2172,,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,floor_sum,reference baseline,0.1775,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,floor_ppl,reference baseline,0.1707,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,floor_min,reference baseline,0.1036,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,fair_floor,reference baseline,0.1036,0.0,0,,corrected-span master,40,yes
google/gemma-2-9b,asqa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,saplma,reference baseline,0.1415,0.0107,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,uniform,this project,0.0489,0.0163,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,attention,this project,0.0565,0.0355,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,wmsp_norm,this project,0.1222,0.0435,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,wmsp_shrink1_5,this project,0.1558,0.0183,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,wmsp_shrink2,this project,0.1366,0.0075,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,VERDICT:bestw_vs_fairfloor,verdict,0.0578,,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,VERDICT:bestw_vs_bestpooler,verdict,0.1383,,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,VERDICT:attention_vs_fairfloor,verdict,-0.0804,,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,1ds-Diff-long,xsum:1800,floor_sum,reference baseline,0.1775,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,1ds-Diff-long,xsum:1800,floor_ppl,reference baseline,0.1707,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,1ds-Diff-long,xsum:1800,floor_min,reference baseline,0.1036,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,1ds-Diff-long,xsum:1800,fair_floor,reference baseline,0.1036,0.0,0,,corrected-span master,40,yes
google/gemma-2-9b,asqa,1ds-Diff-long,xsum:1800,saplma,reference baseline,0.1204,0.0564,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,1ds-Diff-long,xsum:1800,uniform,this project,-0.0179,0.0184,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,1ds-Diff-long,xsum:1800,attention,this project,0.0661,0.0171,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,1ds-Diff-long,xsum:1800,wmsp_norm,this project,0.0313,0.0249,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,1ds-Diff-long,xsum:1800,wmsp_shrink1_5,this project,0.1516,0.0215,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,1ds-Diff-long,xsum:1800,wmsp_shrink2,this project,0.1371,0.0229,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,1ds-Diff-long,xsum:1800,VERDICT:bestw_vs_fairfloor,verdict,0.0631,,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,1ds-Diff-long,xsum:1800,VERDICT:bestw_vs_bestpooler,verdict,0.1001,,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,1ds-Diff-long,xsum:1800,VERDICT:attention_vs_fairfloor,verdict,-0.0371,,3,,corrected-span master,40,yes
google/gemma-2-9b,factscore,ID,factscore:335,floor_sum,reference baseline,0.3178,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,factscore,ID,factscore:335,floor_ppl,reference baseline,0.511,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,factscore,ID,factscore:335,floor_min,reference baseline,0.3125,0.0,3,,corrected-span master,40,yes
